File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF906SBI	bed narrowPeak	peaks	ENCSR254AGA	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF229CKY, ENCFF967OQF	595577	ENCODE Processing Pipeline	2220c5283da453e0de3a7cab0262f87e		https://www.encodeproject.org/files/ENCFF906SBI/@@download/ENCFF906SBI.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/8c6ba4c0-cce2-4273-81ee-0a691331daea/ENCFF906SBI.bed.gz				
ENCFF027SVR	bed narrowPeak	peaks	ENCSR254AGA	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF401YCX	595557	ENCODE Processing Pipeline	660fbfade13bac16442da41a3fdcf3d1		https://www.encodeproject.org/files/ENCFF027SVR/@@download/ENCFF027SVR.bed.gz	hg19				released	s3://encode-public/2018/05/14/3c4f8116-65ae-4ba5-b08b-a4ea06ceb1db/ENCFF027SVR.bed.gz				
ENCFF837AYQ	bed narrowPeak	peaks	ENCSR254AGA	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF376CCP	556876	ENCODE Processing Pipeline	ac288300349dfa9942766d596d5718b4		https://www.encodeproject.org/files/ENCFF837AYQ/@@download/ENCFF837AYQ.bed.gz	hg19				archived	s3://encode-public/2016/11/18/9e2846ba-ab6d-4b83-b49e-4ac3e45679c6/ENCFF837AYQ.bed.gz				
ENCFF898XAX	bed narrowPeak	peaks	ENCSR254AGA	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF619DXL, ENCFF992CZQ	559542	ENCODE Processing Pipeline	c9acfa4c94bcd47cb97c557a13c12c03		https://www.encodeproject.org/files/ENCFF898XAX/@@download/ENCFF898XAX.bed.gz	GRCh38				archived	s3://encode-public/2016/11/18/bbddd2d0-a8f6-4bce-a180-5f95ccba4b98/ENCFF898XAX.bed.gz				
ENCFF259VVH	bed narrowPeak	peaks	ENCSR254AGA	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF229CKY, ENCFF967OQF	596960	ENCODE Processing Pipeline	38b2bbb98948dad97589eeb7e934c621		https://www.encodeproject.org/files/ENCFF259VVH/@@download/ENCFF259VVH.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/be58c9b3-0771-4cd5-b498-eea236aaefcc/ENCFF259VVH.bed.gz				
ENCFF274EFD	bed narrowPeak	peaks	ENCSR254AGA	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF401YCX	595296	ENCODE Processing Pipeline	f6ded7941b884c2cdae41ac23d379fe8		https://www.encodeproject.org/files/ENCFF274EFD/@@download/ENCFF274EFD.bed.gz	hg19				archived	s3://encode-public/2017/09/19/cc017935-adbc-455e-9b5d-8de2bd78cbd9/ENCFF274EFD.bed.gz				
ENCFF001SRJ	bed narrowPeak	peaks	ENCSR000EOE	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1, 2							ENCFF001BJC, ENCFF001DIY, ENCFF001DJB	1411112	John Stamatoyannopoulos, UW	f03829e4c5e48f3474653eca2bbac5b2		https://www.encodeproject.org/files/ENCFF001SRJ/@@download/ENCFF001SRJ.bed.gz	hg19				archived	s3://encode-public/2012/09/01/192e18e4-a63f-4514-95ab-fbfc4e7160c1/ENCFF001SRJ.narrowPeak.gz				
ENCFF001WAG	bed narrowPeak	peaks	ENCSR000EOE	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1, 2							ENCFF001BJC	2161377	John Stamatoyannopoulos, UW	c7ec2ba93e748fc359201d53d9cd629f		https://www.encodeproject.org/files/ENCFF001WAG/@@download/ENCFF001WAG.bed.gz	hg19				archived	s3://encode-public/2012/07/12/e9fdb0e9-c5e1-4bc8-b687-1e7a2e3d8bb1/ENCFF001WAG.narrowPeak.gz				
ENCFF001WLE	bed narrowPeak	peaks	ENCSR000EOE	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF001DIY	1563980	John Stamatoyannopoulos, UW	56c30832c955a5db200853678da21652		https://www.encodeproject.org/files/ENCFF001WLE/@@download/ENCFF001WLE.bed.gz	hg19				archived	s3://encode-public/2011/01/11/193912e0-a0b2-40b3-a5ec-5a5d7e388364/ENCFF001WLE.narrowPeak.gz				
ENCFF001WLD	bed narrowPeak	peaks	ENCSR000EOE	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF001DJB	1712162	John Stamatoyannopoulos, UW	5cf606a85a00ce7b0ff716b64204c569		https://www.encodeproject.org/files/ENCFF001WLD/@@download/ENCFF001WLD.bed.gz	hg19				archived	s3://encode-public/2011/01/11/88ef1a3a-b95b-4d77-b3d8-1ef1178cc49a/ENCFF001WLD.narrowPeak.gz				
ENCFF058QAN	bed narrowPeak	peaks	ENCSR000EOE	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF377ITR, ENCFF967OQF	2324636	ENCODE Processing Pipeline	b286cc773d2f50811e570137c522c532		https://www.encodeproject.org/files/ENCFF058QAN/@@download/ENCFF058QAN.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/e6e60786-2049-4fad-ad63-3b989e0fef60/ENCFF058QAN.bed.gz				
ENCFF461WYH	bed narrowPeak	peaks	ENCSR000EOE	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF507SVX, ENCFF967OQF	987275	ENCODE Processing Pipeline	e6a18329b10ad50495ec8189fef123ff		https://www.encodeproject.org/files/ENCFF461WYH/@@download/ENCFF461WYH.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/34c5729f-7f45-4b25-96b3-eb7fa17a8f0c/ENCFF461WYH.bed.gz				
ENCFF165ZIA	bed narrowPeak	peaks	ENCSR000EOE	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF390DNP, ENCFF858RRY	2317791	ENCODE Processing Pipeline	73527dde8c70660d3a6cd808805d1409		https://www.encodeproject.org/files/ENCFF165ZIA/@@download/ENCFF165ZIA.bed.gz	hg19				released	s3://encode-public/2018/05/07/c1a32ee9-2dc0-42d4-85e6-f7d790f13853/ENCFF165ZIA.bed.gz				
ENCFF460ZFL	bed narrowPeak	peaks	ENCSR000EOE	DNase-seq	CL:2000016	lung microvascular endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF390DNP, ENCFF806ZWR	985077	ENCODE Processing Pipeline	927fe5f8f3464c5bb2af8172b81fc760		https://www.encodeproject.org/files/ENCFF460ZFL/@@download/ENCFF460ZFL.bed.gz	hg19				released	s3://encode-public/2018/05/07/3b5eef44-65e5-4f46-a135-2cad57a76e33/ENCFF460ZFL.bed.gz				
ENCFF240ECT	bed narrowPeak	peaks	ENCSR015BGH	DNase-seq	UBERON:0001873	caudate nucleus	tissue	Homo sapiens											DNA					False	2016-05-09	ENCODE				1							ENCFF292YTL, ENCFF967OQF	2151573	ENCODE Processing Pipeline	30fda48e5101c399bc86602fff5d3538		https://www.encodeproject.org/files/ENCFF240ECT/@@download/ENCFF240ECT.bed.gz	GRCh38				released	s3://encode-public/2018/05/09/a0e5d888-f3e1-4a98-b4f8-e07cd89215c9/ENCFF240ECT.bed.gz				
ENCFF745CSH	bed narrowPeak	peaks	ENCSR015BGH	DNase-seq	UBERON:0001873	caudate nucleus	tissue	Homo sapiens											DNA					False	2016-05-09	ENCODE				1							ENCFF140MPK	2771274	John Stamatoyannopoulos, UW	6bd15b3ca7af60d303bfaf9b9f349841		https://www.encodeproject.org/files/ENCFF745CSH/@@download/ENCFF745CSH.bed.gz	hg19				archived	s3://encode-public/2016/04/28/4e5dba4f-581a-443f-852c-c6137e80660c/ENCFF745CSH.bed.gz				
ENCFF083XLR	bed narrowPeak	peaks	ENCSR015BGH	DNase-seq	UBERON:0001873	caudate nucleus	tissue	Homo sapiens											DNA					False	2016-05-09	ENCODE				1							ENCFF878VNM, ENCFF992CZQ	2094838	ENCODE Processing Pipeline	90d5371011bf0e6199b402614e68f9b7		https://www.encodeproject.org/files/ENCFF083XLR/@@download/ENCFF083XLR.bed.gz	GRCh38				archived	s3://encode-public/2016/10/18/00d97044-a909-44e0-b4b2-05e073a52fe7/ENCFF083XLR.bed.gz				
ENCFF765GQP	bed narrowPeak	peaks	ENCSR015BGH	DNase-seq	UBERON:0001873	caudate nucleus	tissue	Homo sapiens											DNA					False	2016-05-09	ENCODE				1							ENCFF292YTL, ENCFF967OQF	2155443	ENCODE Processing Pipeline	e5a76bf48e9080fe177f14e09dbdae9f		https://www.encodeproject.org/files/ENCFF765GQP/@@download/ENCFF765GQP.bed.gz	GRCh38				archived	s3://encode-public/2017/08/24/4b872f60-b80a-46b8-8983-341f2ba8f396/ENCFF765GQP.bed.gz				
ENCFF001SQI	bed narrowPeak	peaks	ENCSR000EMS	DNase-seq	EFO:0005338	GM12865	cell line	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1, 2							ENCFF001AVA, ENCFF001CTP, ENCFF001CTR	1375606	John Stamatoyannopoulos, UW	6e62c83368d283a284c7d16cbca1ffc5		https://www.encodeproject.org/files/ENCFF001SQI/@@download/ENCFF001SQI.bed.gz	hg19				archived	s3://encode-public/2012/09/01/bffc6291-e89e-4ea8-b719-569caf4eb440/ENCFF001SQI.narrowPeak.gz				
ENCFF001VZC	bed narrowPeak	peaks	ENCSR000EMS	DNase-seq	EFO:0005338	GM12865	cell line	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF001AVA	2461337	John Stamatoyannopoulos, UW	9b91f6f4b94479831bb509f20cfe08bf		https://www.encodeproject.org/files/ENCFF001VZC/@@download/ENCFF001VZC.bed.gz	hg19				archived	s3://encode-public/2012/07/12/6afeb05c-b1c5-4a7b-9df4-831f6d541cc9/ENCFF001VZC.narrowPeak.gz				
ENCFF001WFQ	bed narrowPeak	peaks	ENCSR000EMS	DNase-seq	EFO:0005338	GM12865	cell line	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF001CTR	1786523	John Stamatoyannopoulos, UW	2716e0f196c37136d2f36af16dd8050f		https://www.encodeproject.org/files/ENCFF001WFQ/@@download/ENCFF001WFQ.bed.gz	hg19				archived	s3://encode-public/2011/01/11/b2e0ec0f-25dd-4e62-9a73-688d26588960/ENCFF001WFQ.narrowPeak.gz				
ENCFF001WFP	bed narrowPeak	peaks	ENCSR000EMS	DNase-seq	EFO:0005338	GM12865	cell line	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF001CTP	1710947	John Stamatoyannopoulos, UW	64a2595ecf9b497a057ee5dc5c33516f		https://www.encodeproject.org/files/ENCFF001WFP/@@download/ENCFF001WFP.bed.gz	hg19				archived	s3://encode-public/2011/01/11/d75457d5-b40b-4523-87c5-ff749fa12ba7/ENCFF001WFP.narrowPeak.gz				
ENCFF686WRG	bed narrowPeak	peaks	ENCSR000EMS	DNase-seq	EFO:0005338	GM12865	cell line	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF923PXN, ENCFF967OQF	2278377	ENCODE Processing Pipeline	d9d2df06cbe9b7cc423208b5044cc0b5		https://www.encodeproject.org/files/ENCFF686WRG/@@download/ENCFF686WRG.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/8d1c150c-e9ad-4d0f-a01e-88f4e3719749/ENCFF686WRG.bed.gz				
ENCFF912QJM	bed narrowPeak	peaks	ENCSR000EMS	DNase-seq	EFO:0005338	GM12865	cell line	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF453PKP, ENCFF967OQF	1010006	ENCODE Processing Pipeline	50093181c115e18303806562ce0551ca		https://www.encodeproject.org/files/ENCFF912QJM/@@download/ENCFF912QJM.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/948e8d9b-6313-4096-8197-0144d588f63e/ENCFF912QJM.bed.gz				
ENCFF745COY	bed narrowPeak	peaks	ENCSR000EMS	DNase-seq	EFO:0005338	GM12865	cell line	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF390DNP, ENCFF453SQU	2274323	ENCODE Processing Pipeline	cf7ac8ee1be3c2b0f2f065673b822147		https://www.encodeproject.org/files/ENCFF745COY/@@download/ENCFF745COY.bed.gz	hg19				released	s3://encode-public/2018/05/07/d514e83a-bc98-47d5-ac7a-973e789b429d/ENCFF745COY.bed.gz				
ENCFF004PBJ	bed narrowPeak	peaks	ENCSR000EMS	DNase-seq	EFO:0005338	GM12865	cell line	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF390DNP, ENCFF897EHI	1009165	ENCODE Processing Pipeline	fed368a6eacae29d53c0f4bc27790ae6		https://www.encodeproject.org/files/ENCFF004PBJ/@@download/ENCFF004PBJ.bed.gz	hg19				released	s3://encode-public/2018/05/07/fccba61b-2d2a-40dc-8327-4c8418270a58/ENCFF004PBJ.bed.gz				
ENCFF601TZC	bed narrowPeak	peaks	ENCSR441OGH	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF926WNT, ENCFF967OQF	1510325	ENCODE Processing Pipeline	b1d5e8467d06056242013ee1cdcdb393		https://www.encodeproject.org/files/ENCFF601TZC/@@download/ENCFF601TZC.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/a92bce60-efc1-4daa-be97-b5317bf75068/ENCFF601TZC.bed.gz				
ENCFF233TRB	bed narrowPeak	peaks	ENCSR441OGH	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF215BUS, ENCFF390DNP	1507197	ENCODE Processing Pipeline	d2f1175c1962b193d53be15a8c055992		https://www.encodeproject.org/files/ENCFF233TRB/@@download/ENCFF233TRB.bed.gz	hg19				released	s3://encode-public/2018/05/14/32f9ed81-1eeb-4381-a9cc-e3db7bcf3dd6/ENCFF233TRB.bed.gz				
ENCFF473MAD	bed narrowPeak	peaks	ENCSR441OGH	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF743LBO	1437251	ENCODE Processing Pipeline	9f57fd0a80044b3d3112b720f274dbd0		https://www.encodeproject.org/files/ENCFF473MAD/@@download/ENCFF473MAD.bed.gz	hg19				archived	s3://encode-public/2016/11/18/076c9600-805e-42d5-8eb5-3a30eb1cc81b/ENCFF473MAD.bed.gz				
ENCFF905NQU	bed narrowPeak	peaks	ENCSR441OGH	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF297KWH, ENCFF992CZQ	1442308	ENCODE Processing Pipeline	41166fceda3cd83a31f9ca4e775cde01		https://www.encodeproject.org/files/ENCFF905NQU/@@download/ENCFF905NQU.bed.gz	GRCh38				archived	s3://encode-public/2016/11/18/7e7cfecc-ee14-46ff-805f-0f19db7a0f67/ENCFF905NQU.bed.gz				
ENCFF661OPZ	bed narrowPeak	peaks	ENCSR441OGH	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF926WNT, ENCFF967OQF	1512024	ENCODE Processing Pipeline	3985bb3c83ad1ef1ed74a94e1ec9efa7		https://www.encodeproject.org/files/ENCFF661OPZ/@@download/ENCFF661OPZ.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/e2aebd56-5fc6-4da5-879e-e6c3f0399fa4/ENCFF661OPZ.bed.gz				
ENCFF010EEN	bed narrowPeak	peaks	ENCSR441OGH	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF215BUS, ENCFF390DNP	1507235	ENCODE Processing Pipeline	290d99e7f65da0a6ba3cd4d1e2c6baf8		https://www.encodeproject.org/files/ENCFF010EEN/@@download/ENCFF010EEN.bed.gz	hg19				archived	s3://encode-public/2017/09/19/a49a3890-5a4a-4691-ad4d-bef133d68339/ENCFF010EEN.bed.gz				
ENCFF988ZPF	bed narrowPeak	peaks	ENCSR163PKT	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA					False	2017-10-01	ENCODE				1							ENCFF030IXL, ENCFF967OQF	2229871	ENCODE Processing Pipeline	459f3229996c2538f28dbf1dd3a10382		https://www.encodeproject.org/files/ENCFF988ZPF/@@download/ENCFF988ZPF.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/efc13b43-c488-4fdc-9f0a-eaae97b3ffef/ENCFF988ZPF.bed.gz				
ENCFF229RBJ	bed narrowPeak	peaks	ENCSR163PKT	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA					False	2017-10-01	ENCODE				1							ENCFF184XKI, ENCFF390DNP	2226264	ENCODE Processing Pipeline	d063f456a24a1a507d417b245ccab9f9		https://www.encodeproject.org/files/ENCFF229RBJ/@@download/ENCFF229RBJ.bed.gz	hg19				released	s3://encode-public/2018/05/14/aab30df1-8edb-442a-a35f-0b4df9adfd12/ENCFF229RBJ.bed.gz				
ENCFF621XOE	bed narrowPeak	peaks	ENCSR163PKT	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA					False	2017-10-01	ENCODE				1							ENCFF030IXL, ENCFF967OQF	2238346	ENCODE Processing Pipeline	347d5afa3f672ccda3d9a77c4e1a4e72		https://www.encodeproject.org/files/ENCFF621XOE/@@download/ENCFF621XOE.bed.gz	GRCh38				archived	s3://encode-public/2017/09/11/4d3c07d2-5d8c-41b1-b789-2974cf1d47a0/ENCFF621XOE.bed.gz				
ENCFF637BPM	bed narrowPeak	peaks	ENCSR163PKT	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA					False	2017-10-01	ENCODE				1							ENCFF184XKI, ENCFF390DNP	2225285	ENCODE Processing Pipeline	6c5e0d2017097cbd493af00dea62320f		https://www.encodeproject.org/files/ENCFF637BPM/@@download/ENCFF637BPM.bed.gz	hg19				archived	s3://encode-public/2017/09/18/53a672cf-60fa-4304-b074-c3cedb3b1ff4/ENCFF637BPM.bed.gz				
ENCFF062LJL	bed narrowPeak	peaks	ENCSR786FWF	DNase-seq	UBERON:0002324	muscle of back	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF137FRJ, ENCFF967OQF	691244	ENCODE Processing Pipeline	06b02265db4f9b357151acc8999233ad		https://www.encodeproject.org/files/ENCFF062LJL/@@download/ENCFF062LJL.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/eb15a756-18df-4464-81c1-5b4c788605dd/ENCFF062LJL.bed.gz				
ENCFF171JLD	bed narrowPeak	peaks	ENCSR786FWF	DNase-seq	UBERON:0002324	muscle of back	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF845MVQ	691578	ENCODE Processing Pipeline	a2cf86cb08f7e79c664e8d6963fbb6df		https://www.encodeproject.org/files/ENCFF171JLD/@@download/ENCFF171JLD.bed.gz	hg19				released	s3://encode-public/2018/05/14/7d0ba3f5-2578-4112-9f88-0a3ca703bd20/ENCFF171JLD.bed.gz				
ENCFF066LTB	bed narrowPeak	peaks	ENCSR786FWF	DNase-seq	UBERON:0002324	muscle of back	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF799RZS, ENCFF992CZQ	656892	ENCODE Processing Pipeline	47632956074d7d173cc6bb056395ab18		https://www.encodeproject.org/files/ENCFF066LTB/@@download/ENCFF066LTB.bed.gz	GRCh38				archived	s3://encode-public/2016/10/30/9d3517df-21b0-4d6d-a47a-68fb06806c70/ENCFF066LTB.bed.gz				
ENCFF373OQQ	bed narrowPeak	peaks	ENCSR786FWF	DNase-seq	UBERON:0002324	muscle of back	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF134NUJ, ENCFF163ZHO	654960	ENCODE Processing Pipeline	4dc50720768238c76f0f9aeadd5333d8		https://www.encodeproject.org/files/ENCFF373OQQ/@@download/ENCFF373OQQ.bed.gz	hg19				archived	s3://encode-public/2016/10/30/82d86197-946a-4b8f-8a66-5594afdd25ed/ENCFF373OQQ.bed.gz				
ENCFF365MBB	bed narrowPeak	peaks	ENCSR786FWF	DNase-seq	UBERON:0002324	muscle of back	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF137FRJ, ENCFF967OQF	692309	ENCODE Processing Pipeline	bfad6cd05cb5c092edc82789e9f9a0ae		https://www.encodeproject.org/files/ENCFF365MBB/@@download/ENCFF365MBB.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/fa90808e-4a82-400f-a36a-16cef6b7ac39/ENCFF365MBB.bed.gz				
ENCFF454ASD	bed narrowPeak	peaks	ENCSR786FWF	DNase-seq	UBERON:0002324	muscle of back	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF845MVQ	691449	ENCODE Processing Pipeline	6e0db1d0ba3b8ac3bbbbb28010cb57a6		https://www.encodeproject.org/files/ENCFF454ASD/@@download/ENCFF454ASD.bed.gz	hg19				archived	s3://encode-public/2017/09/19/9cb55139-51ff-4ebe-aaa6-12f1dace02b8/ENCFF454ASD.bed.gz				
ENCFF804HVH	bed narrowPeak	peaks	ENCSR543YPH	DNase-seq	UBERON:0004538	left kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF107ZZV, ENCFF967OQF	1041537	ENCODE Processing Pipeline	8f03ad13a0506ebabd10b02c27f95ebd		https://www.encodeproject.org/files/ENCFF804HVH/@@download/ENCFF804HVH.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/0ac4ac96-846b-47ff-903e-0db7eb512c3b/ENCFF804HVH.bed.gz				
ENCFF567LLQ	bed narrowPeak	peaks	ENCSR543YPH	DNase-seq	UBERON:0004538	left kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF120EMG, ENCFF390DNP	1039687	ENCODE Processing Pipeline	ddae2e1f0cb5243b9c91d3f343e7c96d		https://www.encodeproject.org/files/ENCFF567LLQ/@@download/ENCFF567LLQ.bed.gz	hg19				released	s3://encode-public/2018/05/14/9e0fa214-33b6-4d4f-800a-b27d6cfb7e3e/ENCFF567LLQ.bed.gz				
ENCFF562HRV	bed narrowPeak	peaks	ENCSR543YPH	DNase-seq	UBERON:0004538	left kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF956AKH	985248	ENCODE Processing Pipeline	32dfd2172d66d085f8a78caca2ed9365		https://www.encodeproject.org/files/ENCFF562HRV/@@download/ENCFF562HRV.bed.gz	hg19				archived	s3://encode-public/2016/10/28/1c81cb84-88ae-4ed9-ab8b-baba7c3f2db9/ENCFF562HRV.bed.gz				
ENCFF531MCH	bed narrowPeak	peaks	ENCSR543YPH	DNase-seq	UBERON:0004538	left kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF959WWU, ENCFF992CZQ	987312	ENCODE Processing Pipeline	28793d229de44855acba3d87cb3c21fa		https://www.encodeproject.org/files/ENCFF531MCH/@@download/ENCFF531MCH.bed.gz	GRCh38				archived	s3://encode-public/2016/10/28/7e86ad57-9455-4496-b79e-60c65785272a/ENCFF531MCH.bed.gz				
ENCFF879CGW	bed narrowPeak	peaks	ENCSR543YPH	DNase-seq	UBERON:0004538	left kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF107ZZV, ENCFF967OQF	1042732	ENCODE Processing Pipeline	7189999b8e9293d01f96e5ca78706c31		https://www.encodeproject.org/files/ENCFF879CGW/@@download/ENCFF879CGW.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/d6f4f7b2-3036-4cc5-af3f-afc8a07b8d82/ENCFF879CGW.bed.gz				
ENCFF156GSY	bed narrowPeak	peaks	ENCSR543YPH	DNase-seq	UBERON:0004538	left kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF120EMG, ENCFF390DNP	1039478	ENCODE Processing Pipeline	815044cf16348ab9746c424591b07c05		https://www.encodeproject.org/files/ENCFF156GSY/@@download/ENCFF156GSY.bed.gz	hg19				archived	s3://encode-public/2017/09/19/42a6a868-2e37-4715-87bf-7831a73c3ab4/ENCFF156GSY.bed.gz				
ENCFF442RVC	bed narrowPeak	peaks	ENCSR365NDK	DNase-seq	UBERON:0000992	ovary	tissue	Homo sapiens											DNA					False	2019-11-08	ENCODE				1							ENCFF492NLF, ENCFF967OQF	241736	ENCODE Processing Pipeline	76c13d8c002918ca49ce916d1a656a00		https://www.encodeproject.org/files/ENCFF442RVC/@@download/ENCFF442RVC.bed.gz	GRCh38				released	s3://encode-public/2019/10/02/5413dbbc-6fe8-4c70-8d36-bb3c0a572d4b/ENCFF442RVC.bed.gz				
ENCFF323BCL	bed narrowPeak	peaks	ENCSR866ODX	DNase-seq	UBERON:0000473	testis	tissue	Homo sapiens											DNA					False	2019-11-08	ENCODE				1							ENCFF005OTQ, ENCFF967OQF	953096	ENCODE Processing Pipeline	1c2f59da14a34e93720ec101e6f7f1c9		https://www.encodeproject.org/files/ENCFF323BCL/@@download/ENCFF323BCL.bed.gz	GRCh38				released	s3://encode-public/2019/09/10/2f8fec37-9fbc-4d30-b9ca-ac720ff6f374/ENCFF323BCL.bed.gz				
ENCFF461UHI	bed narrowPeak	peaks	ENCSR520BAD	DNase-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens											DNA					False	2019-11-08	ENCODE				1							ENCFF678SXB, ENCFF967OQF	1108068	ENCODE Processing Pipeline	010386a5cd9e55ee34fe2648428041bb		https://www.encodeproject.org/files/ENCFF461UHI/@@download/ENCFF461UHI.bed.gz	GRCh38				released	s3://encode-public/2019/10/28/53d811a2-3dd7-403f-ac17-15b385216df3/ENCFF461UHI.bed.gz				
