FANTOM5_sample_id	FANTOM5_sample_name	treatment	cell_line	cancer	sex	add	OnTarget_cell_or_tissue	comments
CNhs14609	Myoblast differentiation to myotubes, day04, Duchenne Muscular Dystrophy donor3	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs13852	Myoblast differentiation to myotubes, day06, control donor1	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs14573	Myoblast differentiation to myotubes, day06, control donor2	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs14582	Myoblast differentiation to myotubes, day06, control donor3	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs14591	Myoblast differentiation to myotubes, day06, Duchenne Muscular Dystrophy donor1	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs14601	Myoblast differentiation to myotubes, day06, Duchenne Muscular Dystrophy donor2	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs14610	Myoblast differentiation to myotubes, day06, Duchenne Muscular Dystrophy donor3	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs13853	Myoblast differentiation to myotubes, day08, control donor1	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs14574	Myoblast differentiation to myotubes, day08, control donor2	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs14583	Myoblast differentiation to myotubes, day08, control donor3	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs14592	Myoblast differentiation to myotubes, day08, Duchenne Muscular Dystrophy donor1	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs14602	Myoblast differentiation to myotubes, day08, Duchenne Muscular Dystrophy donor2	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs14611	Myoblast differentiation to myotubes, day08, Duchenne Muscular Dystrophy donor3	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs13854	Myoblast differentiation to myotubes, day10, control donor1	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs14575	Myoblast differentiation to myotubes, day10, control donor2	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs14584	Myoblast differentiation to myotubes, day10, control donor3	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs14594	Myoblast differentiation to myotubes, day10, Duchenne Muscular Dystrophy donor1	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs14603	Myoblast differentiation to myotubes, day10, Duchenne Muscular Dystrophy donor2	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs14612	Myoblast differentiation to myotubes, day10, Duchenne Muscular Dystrophy donor3	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs14566	Myoblast differentiation to myotubes, day12, control donor1	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs14576	Myoblast differentiation to myotubes, day12, control donor2	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs14585	Myoblast differentiation to myotubes, day12, control donor3	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs14595	Myoblast differentiation to myotubes, day12, Duchenne Muscular Dystrophy donor1	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs14604	Myoblast differentiation to myotubes, day12, Duchenne Muscular Dystrophy donor2	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs14613	Myoblast differentiation to myotubes, day12, Duchenne Muscular Dystrophy donor3	No	No	No		No	myotube (differentiated from myoblast)	time courses
CNhs10870	Myoblast, donor1	No	No	No	female	Yes	myoblast (fetal)	
CNhs11965	Myoblast, donor2	No	No	No	male	Yes	myoblast	
CNhs11908	Myoblast, donor3	No	No	No	female	Yes	myoblast	
CNhs11729	myxofibrosarcoma cell line:MFH-ino	No	Yes	Yes	female	Yes	MFH-ino	Undifferentiated pleomorphic sarcoma
CNhs11821	myxofibrosarcoma cell line:NMFH-1	No	Yes	Yes	male	Yes	NMFH-1	
CNhs12589	nasal epithelial cells, donor1, tech_rep1	No	No	No		Yes	nasal epithelial cell	
CNhs12554	nasal epithelial cells, donor1, tech_rep2	No	No	No		Yes	nasal epithelial cell	
CNhs12574	nasal epithelial cells, donor2	No	No	No		Yes	nasal epithelial cell	
CNhs10859	Natural Killer Cells, donor1	No	No	No	male	Yes	natural killer cell	
CNhs11957	Natural Killer Cells, donor2	No	No	No	male	Yes	natural killer cell	
CNhs12001	Natural Killer Cells, donor3	No	No	No	male	Yes	natural killer cell	
CNhs11063	Neural stem cells, donor1	No	No	No		Yes	neural stem cell (embryo)	
CNhs11384	Neural stem cells, donor2	No	No	No		Yes	neural stem cell (embryo)	
CNhs11276	neuroblastoma cell line:CHP-134	No	Yes	Yes	male	Yes	CHP-134	Neuroblastoma
CNhs11284	neuroblastoma cell line:NB-1	No	Yes	Yes	male	Yes	NB-1	Buccal mucosa squamous cell carcinoma
CNhs11818	neuroblastoma cell line:NBsusSR	No	Yes	Yes	male	Yes	NBsusSR	Neuroblastoma
CNhs11811	neuroblastoma cell line:NH-12	No	Yes	Yes	male	Yes	NH-12	Neuroblastoma
CNhs11744	neuroectodermal tumor cell line:FU-RPNT-1	No	Yes	Yes	male	Yes	FU-RPNT-1	Primitive neuroectodermal tumor
CNhs11753	neuroectodermal tumor cell line:FU-RPNT-2	No	Yes	Yes	male	Yes	FU-RPNT-2	Primitive neuroectodermal tumor
CNhs11866	neuroectodermal tumor cell line:TASK1	No	Yes	Yes	female	Yes	TASK1	Askin tumor
CNhs11853	neuroepithelioma cell line:SK-N-MC	No	Yes	Yes	female	Yes	SK-N-MC	Askin tumor
CNhs11854	neurofibroma cell line:Hs 53.T	No	Yes	Yes	female	Yes	Hs 53.T	Neurofibroma
CNhs12338	Neurons, donor1	No	No	No		Yes	neuron	
CNhs12726	Neurons, donor2	No	No	No		Yes	neuron	
CNhs13815	Neurons, donor3	No	No	No		Yes	neuron	
CNhs12522	neutrophil PMN, donor1	No	No	No		Yes	neutrophil (PMN)	
CNhs12526	neutrophil PMN, donor2	No	No	No		Yes	neutrophil (PMN)	
CNhs12530	neutrophil PMN, donor3	No	No	No		Yes	neutrophil (PMN)	
CNhs10862	Neutrophils, donor1	No	No	No	male	Yes	neutrophil	
CNhs11959	Neutrophils, donor2	No	No	No	male	Yes	neutrophil	
CNhs11905	Neutrophils, donor3	No	No	No	female	Yes	neutrophil	
CNhs11867	NK T cell leukemia cell line:KHYG-1	No	Yes	Yes	female	Yes	KHYG-1	Natural killer cell lymphoblastic leukemia/lymphoma
CNhs10747	non T non B acute lymphoblastic leukemia (ALL) cell line:P30/OHK	No	Yes	Yes	female	Yes	P30/OHK	Childhood B acute lymphoblastic leukemia
CNhs12193	non-small cell lung cancer cell line:NCI-H1385	No	Yes	Yes	female	Yes	NCI-H1385	Squamous cell lung carcinoma
CNhs11894	normal embryonic palatal mesenchymal cell line:HEPM	No	Yes	No	female	Yes	HEPM	
CNhs11950	normal intestinal epithelial cell line:FHs 74 Int	No	Yes	No	female	Yes	FHs 74 Int	
CNhs10644	nucleus accumbens, adult, pool1	No	No	No		Yes	nucleus accumbens	
CNhs10881	Nucleus Pulposus Cell, donor1	No	No	No		Yes	nucleus pulposus cell	
CNhs12019	Nucleus Pulposus Cell, donor2	No	No	No		Yes	nucleus pulposus cell	
CNhs12063	Nucleus Pulposus Cell, donor3	No	No	No		Yes	nucleus pulposus cell	
CNhs13798	occipital cortex - adult, donor10196	No	No	No	female	Yes	occipital cortex	
CNhs12320	occipital cortex, adult, donor10252	No	No	No	female	Yes	occipital cortex	
CNhs14073	occipital cortex, newborn, donor10223	No	No	No	male	Yes	occipital cortex (newborn)	
CNhs11787	occipital lobe, adult, donor1	No	No	No	male	Yes	occipital lobe	
CNhs11784	occipital lobe, fetal, donor1	No	No	No	male	Yes	occipital lobe (fetal)	
CNhs10643	occipital pole, adult, pool1	No	No	No		Yes	occipital pole	
CNhs13816	Olfactory epithelial cells, donor1	No	No	No	male	Yes	olfactory epithelial cell	
CNhs13817	Olfactory epithelial cells, donor2	No	No	No	female	Yes	olfactory epithelial cell	
CNhs13818	Olfactory epithelial cells, donor3	No	No	No	male	Yes	olfactory epithelial cell	
CNhs13819	Olfactory epithelial cells, donor4	No	No	No	male	Yes	olfactory epithelial cell	
CNhs12611	olfactory region, adult	No	No	No	female	Yes	olfactory region	
CNhs12586	Oligodendrocyte - precursors, donor1	No	No	No		Yes	oligodendrocyte	
CNhs13449	optic nerve, donor1	No	No	No	male	Yes	nerve (optic)	
CNhs10752	oral squamous cell carcinoma cell line:Ca9-22	No	Yes	Yes	male	Yes	Ca9-22	Gingival squamous cell carcinoma
CNhs11287	oral squamous cell carcinoma cell line:HO-1-u-1	No	Yes	Yes	male	Yes	HO-1-u-1	Floor of mouth squamous cell carcinoma
CNhs11717	oral squamous cell carcinoma cell line:HSC-3	No	Yes	Yes	male	Yes	HSC-3	Tongue squamous cell carcinoma
CNhs11810	oral squamous cell carcinoma cell line:SAS	No	Yes	Yes	female	Yes	SAS	Tongue squamous cell carcinoma
CNhs11311	Osteoblast - differentiated, donor1	No	No	No	female	Yes	osteoblast (differentiated; embryo)	
CNhs11980	Osteoblast - differentiated, donor2	No	No	No	male	Yes	osteoblast (differentiated; embryo)	
CNhs12035	Osteoblast - differentiated, donor3	No	No	No	male	Yes	osteoblast (differentiated; embryo)	
CNhs11078	Osteoblast, donor1	No	No	No	male	Yes	osteoblast (embryo)	
CNhs11385	Osteoblast, donor2	No	No	No	male	Yes	osteoblast (embryo)	
CNhs12036	Osteoblast, donor3	No	No	No	female	Yes	osteoblast (embryo)	
CNhs11835	osteoclastoma cell line:Hs 706.T	No	Yes	Yes	female	Yes	Hs 706.T	Malignant giant cell tumor of bone
CNhs11279	osteosarcoma cell line:143B/TK^(-)neo^(R)	No	Yes	Yes	female	Yes	143BTK-	Osteosarcoma
CNhs11290	osteosarcoma cell line:HS-Os-1	No	Yes	Yes	female	Yes	HS-Os-1	Osteosarcoma
CNhs10626	ovary, adult, pool1	No	No	No	female	Yes	ovary	
CNhs11856	pagetoid sarcoma cell line:Hs 925.T	No	Yes	Yes	male	Yes	Hs 925.T	Paget disease
CNhs11756	pancreas, adult, donor1	No	No	No	male	Yes	pancreas	
CNhs11832	pancreatic carcinoma cell line:NOR-P1	No	Yes	Yes	male	Yes	NOR-P1	Pancreatic adenocarcinoma
CNhs10877	Pancreatic stromal cells, donor1	No	No	No	male	Yes	pancreatic stromal cell	
CNhs11716	papillary adenocarcinoma cell line:8505C	No	Yes	Yes	female	Yes	8505C	Thyroid gland undifferentiated (anaplastic) carcinoma
CNhs10734	papillotubular adenocarcinoma cell line:TGBC18TKB	No	Yes	Yes	female	Yes	TGBC18TKB	Ampulla of Vater adenocarcinoma
CNhs10642	paracentral gyrus, adult, pool1	No	No	No		Yes	paracentral gyrus	
CNhs14226	parietal cortex, adult, donor10258	No	No	No	female	Yes	parietal cortex	
CNhs13797	parietal lobe - adult, donor10196	No	No	No	female	Yes	parietal lobe	
CNhs12317	parietal lobe, adult, donor10252	No	No	No	female	Yes	parietal lobe	
CNhs10641	parietal lobe, adult, pool1	No	No	No		Yes	parietal lobe	
CNhs11782	parietal lobe, fetal, donor1	No	No	No	female	Yes	parietal lobe (fetal)	
CNhs14074	parietal lobe, newborn, donor10223	No	No	No	male	Yes	parietal lobe (newborn)	
CNhs12849	parotid gland, adult	No	No	No	male	Yes	parotid gland	
CNhs12850	penis, adult	No	No	No	male	Yes	penis	
CNhs11317	Pericytes, donor1	No	No	No		Yes	pericyte	
CNhs12079	Pericytes, donor2	No	No	No		Yes	pericyte	
CNhs12116	Pericytes, donor3	No	No	No		Yes	pericyte	
CNhs12587	Perineurial Cells, donor1	No	No	No		Yes	perineurial cell	
CNhs12590	Perineurial Cells, donor2	No	No	No		Yes	perineurial cell	
CNhs10860	Peripheral Blood Mononuclear Cells, donor1	No	No	No	male	Yes	peripheral blood mononuclear cell	
CNhs11958	Peripheral Blood Mononuclear Cells, donor2	No	No	No	male	Yes	peripheral blood mononuclear cell	
CNhs12002	Peripheral Blood Mononuclear Cells, donor3	No	No	No	male	Yes	peripheral blood mononuclear cell	
CNhs11830	peripheral neuroectodermal tumor cell line:KU-SN	No	Yes	Yes	female	Yes	KU-SN	Peripheral primitive neuroectodermal tumor of bone
CNhs11849	pharyngeal carcinoma cell line:Detroit 562	No	Yes	Yes	female	Yes	Detroit 562	Pharyngeal squamous cell carcinoma
CNhs13804	pineal gland - adult, donor10196	No	No	No	female	Yes	pineal gland	
CNhs12228	pineal gland, adult, donor10252	No	No	No	female	Yes	pineal gland	
CNhs14230	pineal gland, adult, donor10258	No	No	No	female	Yes	pineal gland	
CNhs13805	pituitary gland - adult, donor10196	No	No	No	female	Yes	pituitary gland	
CNhs12229	pituitary gland, adult, donor10252	No	No	No	female	Yes	pituitary gland	
CNhs14231	pituitary gland, adult, donor10258	No	No	No	female	Yes	pituitary gland	
CNhs10627	placenta, adult, pool1	No	No	No	female	Yes	placenta	
CNhs11079	Placental Epithelial Cells, donor1	No	No	No		Yes	placental epithelial cell	
CNhs11386	Placental Epithelial Cells, donor2	No	No	No	female	Yes	placental epithelial cell	
CNhs12037	Placental Epithelial Cells, donor3	No	No	No		Yes	placental epithelial cell	
CNhs12807	plasma cell leukemia cell line:ARH-77	No	Yes	No	female	Yes	ARH-77	
CNhs11933	pleomorphic hepatocellular carcinoma cell line:SNU-387	No	Yes	Yes	female	Yes	SNU-387	Hepatocellular carcinoma
CNhs10640	pons, adult, pool1	No	No	No		Yes	pons	
CNhs10638	postcentral gyrus, adult, pool1	No	No	No		Yes	postcentral gyrus	
CNhs14562	Preadipocyte - breast donor2 (cytoplasmic fraction)	No	No	No	female	No	preadipocyte (breast; cytoplasmic fraction)	
CNhs11052	Preadipocyte - breast, donor1	No	No	No	female	Yes	preadipocyte (breast)	
CNhs11971	Preadipocyte - breast, donor2	No	No	No	female	Yes	preadipocyte (breast)	
CNhs12584	Preadipocyte - breast, donor2 (nuclear fraction)	No	No	No	female	No	preadipocyte (breast; nuclear fraction)	
CNhs11065	Preadipocyte - omental, donor1	No	No	No	female	Yes	preadipocyte (omentum)	
CNhs11902	Preadipocyte - omental, donor2	No	No	No	female	Yes	preadipocyte (omentum)	
CNhs12013	Preadipocyte - omental, donor3	No	No	No	male	Yes	preadipocyte (omentum)	
CNhs12065	Preadipocyte - perirenal, donor1	No	No	No	female	Yes	preadipocyte (perirenal)	
CNhs11081	Preadipocyte - subcutaneous, donor1	No	No	No	female	Yes	preadipocyte (subcutaneous)	
CNhs11981	Preadipocyte - subcutaneous, donor2	No	No	No	female	Yes	preadipocyte (subcutaneous)	
CNhs12038	Preadipocyte - subcutaneous, donor3	No	No	No	female	Yes	preadipocyte (subcutaneous)	
CNhs11082	Preadipocyte - visceral, donor1	No	No	No	female	Yes	preadipocyte (viscera)	
CNhs11982	Preadipocyte - visceral, donor2	No	No	No	male	Yes	preadipocyte (viscera)	
CNhs12039	Preadipocyte - visceral, donor3	No	No	No	female	Yes	preadipocyte (viscera)	
CNhs12520	promyelocytes/myelocytes PMC, donor1	No	No	No		Yes	promyelocyte/myelocyte	
CNhs12525	promyelocytes/myelocytes PMC, donor2	No	No	No		Yes	promyelocyte/myelocyte	
CNhs12529	promyelocytes/myelocytes PMC, donor3	No	No	No		Yes	promyelocyte/myelocyte	
CNhs11260	prostate cancer cell line:DU145	No	Yes	Yes	male	Yes	DU145	Prostate carcinoma
CNhs11243	prostate cancer cell line:PC-3	No	Yes	Yes	male	Yes	PC-3	Prostate carcinoma
CNhs10882	Prostate Epithelial Cells (polarized), donor1	No	No	No	male	No	prostate epithelial cell	
CNhs11972	Prostate Epithelial Cells, donor2	No	No	No	male	Yes	prostate epithelial cell	
CNhs12014	Prostate Epithelial Cells, donor3	No	No	No	male	Yes	prostate epithelial cell	
CNhs10883	Prostate Stromal Cells, donor1	No	No	No	male	Yes	prostate stromal cell	
CNhs11973	Prostate Stromal Cells, donor2	No	No	No	male	Yes	prostate stromal cell	
CNhs12015	Prostate Stromal Cells, donor3	No	No	No	male	Yes	prostate stromal cell	
CNhs10628	prostate, adult, pool1	No	No	No	male	Yes	prostate	
CNhs12324	putamen, adult, donor10196	No	No	No	female	Yes	putamen	
CNhs13912	putamen, adult, donor10252	No	No	No	female	Yes	putamen	
CNhs14225	putamen, adult, donor10258, tech_rep1	No	No	No	female	Yes	putamen	
CNhs14618	putamen, adult, donor10258, tech_rep2	No	No	No	female	Yes	putamen	
CNhs14083	putamen, newborn, donor10223	No	No	No	male	Yes	putamen (newborn)	
CNhs11255	rectal cancer cell line:TT1TKB	No	Yes	Yes	male	Yes	TT1TKB	Rectal adenocarcinoma
CNhs11777	rectum, fetal, donor1	No	No	No	female	Yes	rectum (fetal)	
CNhs10729	renal cell carcinoma cell line:OS-RC-2	No	Yes	Yes	male	Yes	OS-RC-2	Renal cell carcinoma
CNhs11257	renal cell carcinoma cell line:TUHR10TKB	No	Yes	Yes	male	Yes	TUHR10TKB	Renal cell carcinoma
CNhs11331	Renal Cortical Epithelial Cells, donor1	No	No	No		Yes	renal cortical epithelial cell	
CNhs12728	Renal Cortical Epithelial Cells, donor2	No	No	No		Yes	renal cortical epithelial cell	
CNhs11332	Renal Epithelial Cells, donor1	No	No	No		Yes	renal epithelial cell	
CNhs12088	Renal Epithelial Cells, donor2	No	No	No		Yes	renal epithelial cell	
CNhs12732	Renal Epithelial Cells, donor3	No	No	No		Yes	renal epithelial cell	
CNhs12074	Renal Glomerular Endothelial Cells, donor1	No	No	No		Yes	glomerular endothelial cell	
CNhs12086	Renal Glomerular Endothelial Cells, donor2	No	No	No		Yes	glomerular endothelial cell	
CNhs12624	Renal Glomerular Endothelial Cells, donor3	No	No	No		Yes	glomerular endothelial cell	
CNhs13080	Renal Glomerular Endothelial Cells, donor4	No	No	No		Yes	glomerular endothelial cell	
CNhs11333	Renal Mesangial Cells, donor1	No	No	No		Yes	mesangial cell	
CNhs12089	Renal Mesangial Cells, donor2	No	No	No		Yes	mesangial cell	
CNhs12121	Renal Mesangial Cells, donor3	No	No	No		Yes	mesangial cell	
CNhs11330	Renal Proximal Tubular Epithelial Cell, donor1	No	No	No		Yes	renal proximal tubule cell	
CNhs12087	Renal Proximal Tubular Epithelial Cell, donor2	No	No	No		Yes	renal proximal tubule cell	
CNhs12120	Renal Proximal Tubular Epithelial Cell, donor3	No	No	No		Yes	renal proximal tubule cell	
CNhs10636	retina, adult, pool1	No	No	No		Yes	retina	
CNhs10842	Retinal Pigment Epithelial Cells, donor0	No	No	No		Yes	retinal pigment epithelium	
CNhs11338	Retinal Pigment Epithelial Cells, donor1	No	No	No		Yes	retinal pigment epithelium	
CNhs12096	Retinal Pigment Epithelial Cells, donor2	No	No	No		Yes	retinal pigment epithelium	
CNhs12733	Retinal Pigment Epithelial Cells, donor3	No	No	No		Yes	retinal pigment epithelium	
CNhs11877	rhabdomyosarcoma cell line:KYM-1	No	Yes	Yes	male	Yes	KYM-1	Alveolar rhabdomyosarcoma
CNhs11269	rhabdomyosarcoma cell line:RMS-YM	No	Yes	Yes	male	Yes	RMS-YM	Embryonal rhabdomyosarcoma
CNhs10610	SABiosciences XpressRef Human Universal Total RNA, pool1	No	No	No		No		
CNhs11829	sacrococcigeal teratoma cell line:HTST	No	Yes	No	female	Yes	HTST	Sacrococcygeal teratoma
CNhs12810	salivary acinar cells, donor1	No	No	No	female	Yes	acinar cell (salivary gland)	
CNhs12811	salivary acinar cells, donor2	No	No	No	female	Yes	acinar cell (salivary gland)	
CNhs12812	salivary acinar cells, donor3	No	No	No	female	Yes	acinar cell (salivary gland)	
CNhs11677	salivary gland, adult, pool1	No	No	No		Yes	salivary gland	
CNhs14194	Saos-2 osteosarcoma cell line, untreated control, day28, biol_rep1 (B1 T17)	No	Yes	Yes		Yes	SaOS-2	time courses
CNhs14195	Saos-2 osteosarcoma cell line, untreated control, day28, biol_rep2 (B2 T17)	No	Yes	Yes		Yes	SaOS-2	time courses
CNhs14196	Saos-2 osteosarcoma cell line, untreated control, day28, biol_rep3 (B3 T17)	No	Yes	Yes		Yes	SaOS-2	time courses
CNhs11918	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr00min, biol_rep1 (A1 T0)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12859	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr00min, biol_rep2 (A2 T0)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12952	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr00min, biol_rep3 (A3 T0)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12381	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr15min, biol_rep1 (A1 T1)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12860	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr15min, biol_rep2 (A2 T1)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12877	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr15min, biol_rep3 (A3 T1)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12382	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr30min, biol_rep1 (A1 T2)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12861	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr30min, biol_rep2 (A2 T2)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12954	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr30min, biol_rep3 (A3 T2)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12383	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr45min, biol_rep1 (A1 T3)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12862	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr45min, biol_rep2 (A2 T3)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12878	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 00hr45min, biol_rep3 (A3 T3)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12384	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr00min, biol_rep1 (A1 T4)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12863	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr00min, biol_rep2 (A2 T4)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12955	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr00min, biol_rep3 (A3 T4)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12386	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr20min, biol_rep1 (A1 T5)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12864	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr20min, biol_rep2 (A2 T5)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12879	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr20min, biol_rep3 (A3 T5)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12387	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr40min, biol_rep1 (A1 T6)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12866	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr40min, biol_rep2 (A2 T6)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12880	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 01hr40min, biol_rep3 (A3 T6)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12388	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 02hr00min, biol_rep1 (A1 T7)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12867	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 02hr00min, biol_rep2 (A2 T7)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12881	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 02hr00min, biol_rep3 (A3 T7)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12389	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 02hr30min, biol_rep1 (A1 T8)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12868	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 02hr30min, biol_rep2 (A2 T8)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12882	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 02hr30min, biol_rep3 (A3 T8)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12390	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 03hr, biol_rep1 (A1 T9)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12869	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 03hr, biol_rep2 (A2 T9)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12883	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 03hr, biol_rep3 (A3 T9)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12391	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 04hr, biol_rep1 (A1 T10)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12870	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 04hr, biol_rep2 (A2 T10)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12884	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 04hr, biol_rep3 (A3 T10)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12392	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 08hr, biol_rep1 (A1 T11)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12871	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 08hr, biol_rep2 (A2 T11)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12885	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 08hr, biol_rep3 (A3 T11)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12393	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 24hr, biol_rep1 (A1 T12)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12872	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 24hr, biol_rep2 (A2 T12)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12886	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, 24hr, biol_rep3 (A3 T12)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12394	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day04, biol_rep1 (A1 T13)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12873	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day04, biol_rep2 (A2 T13)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12887	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day04, biol_rep3 (A3 T13)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12395	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day07, biol_rep1 (A1 T14)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12874	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day07, biol_rep2 (A2 T14)	Yes	Yes	Yes		No	SaOS-2	time courses
CNhs12888	Saos-2 osteosarcoma treated with ascorbic acid and BGP to induce calcification, day07, biol_rep3 (A3 T14)	Yes	Yes	Yes		No	SaOS-2	time courses
